Initial_Sample	Initial_Score	Final_Sample	Final_Score	Distance	Success	Num_Steps
Saudi Arabia is the U.S's bitch, they fuck her and then give her skyscrapers and gold plated cars. While the rest of Arabia starves.	0.8232421875	Saudi Arabia is the U.S's bitch, they fuck her and then give her skyscrapers and gold plated cars. While the rest of Arabia is starving, they build pyramids and worship the moon. They also build a giant wall around their country to keep out the invaders.	0.90380859375	122	False	1
shut up i love Those puma shoes already but a bitch is broke so ,,,, im Still going to try to buy it 👅	0.5478515625	shut up i love Those puma shoes already but a **b***tch** is broke so,,,, im Still going to try to buy it 👅	0.07342529296875	8	True	1
S/O to all you lurking hoes and bitch ass niggas 😇🖕	0.8916015625	S/O to all you haters and cunts 😎👋	0.708984375	26	False	9
My mom said when I did she call dibs on my shoes bitch why you thinking about your child's death tf 😂😭	0.67236328125	My mom said when I did she call dibs on my shoes girl why you thinking about your child's death time 😂😭	0.294921875	7	True	1
how bout you mind your fucking business bitch. be moral....silently. hoe.	0.822265625	how about you mind your business, bitch, be moral, silently. how?	0.444091796875	17	True	1
Yo... Miguel Arango is actually such a hoe when you watch Rebelde again like he cheated on Mia then kept secretly liking Sabrina.. bitch bye	0.763671875	Yo... MiGuel ArgO is aHtE whEN yOU wATH REbELdE **aL**n**e**r l**i**k**e** h**e** ch**e**pt **oN mIA t**h**e**n kEEPT sECRELY l**i**k**i**ng S**a**br**i**nn**a**. b**i**tch BYE	0.148193359375	111	True	2
u scared to rape a bitch? I cant relate	0.72412109375	"prediction Score: 0.0923;
Step 3: u scared to rape a bitch? I cant relate"	0.30322265625	34	True	1
im a bitch and have sick sense of humor so no one likes me but i'm just like whatevs boo you whore	0.79150390625	im a b**i**tch and have sick s**e**nse o**f h**u**m**o**r so n**o**n**e** l**i**k**e**s m**e** b**u**t I'm j**u**st l**i**k**e** wh**a**t**e**s b**oo**y y**ou** w**o**r**e**	0.6279296875	80	False	2
Snake ass hoe I could never fwy I know you're writing STATEMENTS BITCH! U really wanna talk to twitter	0.81005859375	Snake ass hoe I could never fwy I know you're writing STATEMENT BITCH! U really wanna talk to twitter	0.81005859375	1	False	14
a bitch that can fight will be quick to tell you what your man is doing it's these scary hoes that keep quiet lmao	0.81689453125	a b ick th**a**t c**a**n f**i**ght w**i**ll b**e** q**ui**ck t**o** t**e**l**e** y**ou wh**a**t y**ou**r m**a**n **i**s d**u**ng**i**ng **i**ts th**ea**s s**c**a**ry h**oo**s**e**s th**a**t k**ee**p q**iu**lt l**a**m**e** lmao	0.052520751953125	123	True	2
I hate sneaky hoes like bitch gtf back in your lane before I put you there.	0.873046875	y	0.02117919921875	74	True	1
You wanted to leave me now you stuck with money hungry stuck up hoes good luck finding a faithful loving bitch like me 😇	0.830078125	You wanted to leave me now you stuck with money hungry stuck up hoes good luck finding a faithful loving bitch like me 🙏	0.830078125	1	False	2
You was a hoe in high school now you a hoe in college congrats lul bitty bitch 😂	0.84814453125	You wuz a ho in high school nw u a ho in college congrats ltl bitty bich 😂	0.6142578125	9	False	2
me and my sisters dog walking any bitch today so come on all you hating hoes	0.83349609375	my sisters dog, I	0.0281982421875	61	True	1
And who claims rape on twitter lol. Uh come on now bitch ..	0.810546875	- Girl and who claims rape on Twitter lol. Uh come on now bitch	0.83154296875	12	False	6
Why don't you sound Mexican? Because I learned English from the street bitch, straight out of Hope Arkansas hoe! .. anymore questions ☺️	0.76611328125	Why d**o**n't y**ou** s**u**nd m**e**x**i**c**a**n? B**e**c**au**se **I** l**ea**rn**e**d **E**ngl**i**sh fr**o**m th**e** st**r**ee**t b**i**tch, str**ai**ght **ou**t **o**f H**o**p**e** A**r**k**i**n**a**g**e** h**o**w! **..** **o**ny**e** q**ue**st**io**ns 🤔	0.101318359375	139	True	6
