31568	Bro is a bitch, fucking cunt 
31079	I love the way I'm a bitch & a cunt for telling someone to piss off after they msg me 12 times in a row & I don't reply like omg ur a pest.
30294	cheaters deserve to die . bitch im giving youu my all & youu fucking somebody else . DIEE HOE
31638	love a romantic date in mallorca , reminds me of Lauren's date she had in Palma city silly bitch I'm still jealous . Even if he was a cunt
31005	Im sorry for being mean but if you are in my shoes right now i bet you'll kill this bitch.
33792	Not being boastful but OML I bet any bitch you fckin with ain like me period .. you down bad I promise them hoes  go bend and fold on you
31335	I was thinking they found A WHOLE catheter in there and I was like bitch please but that is vile AF!!!!!!!!!!!!!!!!!!
33161	Ion want your side hoe I want your main bitch
31148	Bitch I never cuffed yo rat ass you was just one of my freak hoes.
33677	bitch do you ever not come for people ? you're comi... — I COME FOR WHOEVER COMES FOR ZAYN OR WHOEVER TREATS... 
30588	Where are you going whore? Fucking bitch. -Random stranger I walked by today. I swear I am getting grief from everyone these days.
33733	When you gotta break check a little teenage bitch at 7am, already. Learn to drive hoe
31404	Me and Jayleen literally came at this bitches life because she thought she would be a cunt
32827	Bitch nobody really cared about u in 2010 tbh. You was just some regular hoe in videos. Cardi making music sis 👀 
30205	Who try to cut into a female then ask them to come over! Nope bitch cause I'm bout to hoe you 🙌😂😂😂😂😂 hang up on me neowwwww
32987	These niggas fuck 12 bitches, but call you a whore for liking another niggas post 
33185	Trina:     Da baddest bitch > Look back at it > killing you hoes > Always> I got a thang for you > Nann Nigga > Fuck boy > single again > damn
32708	Why do you brake a lot 😂 bitch it's called putting gears in hoe
32563	Love is a bald headed ugly ass slut bitch, but hey we all have it in our hearts and go through the good and bad of it..
31657	You a snack time bitch, You ain't eatin meals with me hoe🤐
33617	Calling hoes rudness gulliani. Lmfao fight me bitch god damn ill fucking kill you. Weeeeee.
32637	Bitch I ain't got no hoes, why do you think I have to settle and hangout w you on my days off?!?! 
30641	I hate being questioned about what kind of friend I am bitch you one of my friends u should know hoe been friends since the 7th grade
33764	Bitch don't think at all that you was different hoe you basic😘👍
32071	You can never take a L off a real bitch, I'm hotta than them hoes that you chill w.
33675	females are even worse 💀 fuccin whores will clique up when they only got one thing in common = mutual hate for ONE bitch.
31717	Gold digging, incompetent, ignorant, insecure, Goliath ass bitch. Well fuck you. I'm David. I got my damn slingshot. Gtfo my house hoe
33601	Baby you deserve the better things.Let me show it, prove it. What these other hoes ain't doing. Let a real bitch do it, like I can
32073	this whore posts regular ass dumb bitch snaps/instas as if she doesnt have an accent
32978	I pretend to put my cock in jenelles mouthand pull it away last second and pound that bitches teeth out. Then thrust punch the mouthy cunt
32655	- lol little dirty whore , talking about OUR nigga.  Bitch I made him get rid of you.
32788	😂😂😂😂u always a hoe to a nigga that can't have you & ugly to a bitch that can't stand you🤗
31564	Bitch cunt dick
34108	The fuck do you even see in this bitch?? I  swear she will never tolerate you or actually care about u like I did. U r just another hoe
31324	Let this hoe touch this kid I swear to fucking god I will murder you bitch, FACTS
33267	LOOK AT THIS BITCH!!!! 😍😍😍😍 thx for being my bffl. I love you, you crazy hoe 💖💜💞💚 
30279	"That ""date rape is a grey area"" shit was the final nail in her fucking coffin. That dumb bitch is over."
31584	Idk who niggas play me to be😂 I can show you better than I can tell you thoe bitch
31211	swear, next bitch i fuck ima get her pregnant 😈💯 cummin for you hoe!
34446	"Talking bout ""he in my dms tho"" shut up bitch. You a hoe that's why lmao guys go after what they KNOW they can get."
34346	📹 rapemewideopen: listen to that bitch getting bred hmmmmm 
33189	if you like that weekend song you a side bitch 🗣 let's argue hoes 😂
31163	Whoever is doing this you're a sick son of a bitch, fuck you! 
30479	Run a train ona a bitch is rape in others eyes
31910	Yeah you is not a bad bitch, looking at you hoe, you is kind of average
32836	And don't ask me who I'm talking about.. if you feel like that mothafuckin shoe fit then by all means bitch you rock it!
33988	When u give a hoe a compliment and the bitch don't say thank you 🙄 I HATE THAT SHIT like who raised u?
34413	“bitch you been a hoe since the womb”
30359	"Apart from the cute ""building skyscrapers to reunite with balloons"" part this bitch is Cray Cray. "
30673	I heard that bitch stay on her shit. So you KNOW THE HOE LOYAL
30462	To all you hoes that rejected my shot this summer, you missed yo blessing Bitch
32210	"Bitch take ""Kardash"" out yo name. You ain't worthy hoe"
33106	Hoes be like what do you do for a living ? Where area you live in ? Nun yo fucking buisness gold digging ass bitch
34175	Bitches think just bc you ain't with the drama you ain't with the shits😃 bitch I'll smack you & whoever & still keep it cute😘
30154	Like u wanna claim that you aren't racist but bitch what you're saying and retweeting how Tf is that not Racist u dumb whore
30992	Biggest hoe in Redding bruh so any nigga fucking with her I'm telling you now the Bitch got STDS 💀💀 
33039	You trick ass bitch! All these broke ass hoes going too 
30251	leave halsey alone u dumb ass fucking bitch i'll come for ur family you idiotic hoe
30665	Ok Twitter. . Double hit. Going for a block?  Cunt fuck bitch wanker..... go for it
31979	"I hate for females who hang with me but out here fucking my ""Property"" like bitch wtf you doing on my land! Hoe!"
31409	Gavin is a whole ass bitch like nigga 😂😂😂😂 don't ever come for me and you haven't even hit puberty yet
33768	She like dick, dick & nothing else but dick. Cunt as bitch.
30599	Morning.  Twitter is being anal and trying to be a safe space for terminally offended.  Don't say cunt fuck bitch wanker ... cunts
33221	take your shoes off when you enter my home. bitch
30405	I should've fucking cursed this bitch out back when it wasn't my job to be polite lmaoooo consider yourself lucky you miserable hoe.
30409	Fuck i'm drunk but if you meet a mf by the name of tanner parry at any bars by all means fight that bitch he's a hoe ass motherfucker
32846	um who are you is probably the most dumb bitch response from a spoiled whore you could get.
31956	Bitch no one worried bout you you a hoe no ones worried bout you 😂
33666	Rape the rapist fuck the rapist rape the rapist and Im doing it with h8te bitch
31855	Your hoes be eating dick so skip the kissing ( stop it bitch )
34310	I wish all you hoes had huge ass feet cause y'all forever buying all the shoes on that nut shit, save me a 5 bitch damn!
31673	i LOVE you you are one of my closest friends here and i love everything about our friendship and i just love u so much bitch u are my hoe
30655	And what am i gonna do if they lock me up he asks ? Bitch I'll eat pizza tomorrow cause its Friday hoe
31896	bitch you & y'all weak ass body oil selection can suck my clit backwards, hoe.
34200	But bitch it wasnt about you! that's what im saying! and again you sitting here tryna make the shoe fit😂 
32245	Hoowww did youuu get here?! Bitch I caught the bus hoe! 😭💀
33887	To whoever stole my Birkenstocks at work today, you're a bum. Bum ass bitch.
32046	Omg these hoes at Bank of America so mf rude . Like bitch if this glass wasn't between us I would snatch you up
31508	i hate how hoes think they know me like bitch you got me bent . if you got sumn to say say it . dont beat around the bush 🙄 dum bitch
31180	You hoes can't rap stop it bitch ✋
32989	Man i wanna smack the bitch that sent 2pac to jail for rape 😒😒
