31568	Bro is a bitch, fucking cunt 
30734	I'm rewatching Breaking Bad & I could see why I hated this bitch the first time I watched this show; Skyler is such a cunt & a fake as wife
31139	Bitch you ain't gotta call my phone, matter fact all you hoes can leave me alone!! 💯
32479	Bitch....how the fuck. Siri you a dumb ass hoe 
33818	Im going to explode if I have to listen to these entitled, privileged cunts bitch for ONE MORE SECOND about their inconvenient FREE flights
34138	He is a snake ass bitch. He is a fugly slut who shouldn't be trusted and I'm patiently waiting for him to be 18 cuz… 
34165	You seem like a hoe    Ok bitch? Did I ever deny that?   Nope, Next.
33150	happy bday to my big boobie bitch🎉❤️ily and im so sad i cant be there with u to celebrate but dw u hoe we'll party… 
31484	Open your mouth & take the meat like a hoe you bitch ass
31961	& for the hoe that think she don't do what the dummies do... you's a dummy bitch, and a ugly one at that! 🚮
31616	bitch whole pussy out wit some pro-keds on.
33238	is PROOF that theyre more privleged. also my bitch mother wont bring my pizza rolls up here like the lazy cunt she is so brb.
31004	Tell that bitch to pay me if she EVER tryna rape me
34187	I am a broke bitch that wants the bts puma shoes and I cannot pay in love
34421	the crazy part is, y'all be moving on soooo quick. out here talking to a new bitch the next day. you are a straight burnt out hoe LMAAAO.
33494	Of course life is a bitch. If it was a slut it would be easy
33195	Women empowering other women - That shit is lit. Like yasss bitch, you are amazing, go you. We can all shine TOGETHER ❤️
33561	Karma is a bitch baby, oh you wasn't trying to chill hoes, remember that, one day karma kicks you in the ass and I hope she wear steel toes
32871	You the whore; slinging your dick back and forth through every bitch 
30646	"This white lady just told me I was ""too young"" and ""a baby"" BITCH I'm married with 1.5 kids, paying my own goddamn bills, 🗣 lee me alone hoe"
33025	if tha shoe fits.. put dat bitch on nd do sumn bout it if u dont like it
34459	that cheap bitch you rat classmate been worship lmaooooooo my expensive ass can't relate at all and will never relate to that cheap whore
30691	This bitch got one time to fuck wit me or my dad n ima let her whore ass know
34196	You sho right bitch 😡 bless yo little heart hoe
32520	Keep the toxic people out of your life because they ain't nothing but bitch ass hoes
32438	First thing they say is that you a hoe . Bitch where... 
30700	Whoever did this to me you a bitch and wish nothing but the worst to you. 
32697	i'm saving money rn to fuckin buy those puma shoes bitch
30848	Karma a bitch nasty hoe
33553	I told them hoez I only neede one pain killer but they told me take 2 just in case and bitch let me tell you
32726	"If you one of those ""you prolly was with your other hoes"" type bitch then YOURE FUCKED FOR LIFE!! lol you're dying alone for sure."
30552	This fuck is a weak cunt and puy his fellow country men in a bad way with the rapefugee invasion. Deport THEM ALL.
32202	Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?
34110	If a bitch talk down on you when your down that hoe don't deserve you when you up
30165	Yall Trash Buckets really never warned a bitch in the TL about Haitians But EYE SEE YOU HOES
33718	When you're just tryna be happy, but then a bitch ass hoe comes along and ruins your day..... 
32168	Fucc these hoes get you a bitch with good credit 😆💵
31172	that hoe already know i don't like her fat neck ass then she got the nerve to cut my ass off! bitch park your car, let's fight 😒
33243	If it's fuck me then it's fuck you. Y give a fuck? Yall still 👿hoes👿 playing tic tac like some bitch 👿ass kids. Undercover 😡booty faggots. 👿
32608	You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
30176	😂 you don't see me on this bitch talking bout no female ion fucking care bout you hoes 💯
32742	bitch ass hoe you feel me
34198	Definition of a whore/trash/piece of dirt/bitch 
32844	It's still Fuck OJ. Bitch ass nigga. But good for you. Lil hoe.
31591	Not to sound like a corny ass bitch but like if I think about my friends too long my eyes begin to water like I LOVE you hoes.
33469	"Islamic migrant urges Germans, Austrians to give rapefugees ""Their Homes and Money"""
31788	I'm not out here entertaining dudes bout shit. 1. I'm pregnant with a whole ass baby. 2. What kinda dirty trick ass bitch u take me for?
31331	im gonna be that bitch colorful does NOT equal galaxy CHECK YOUR SELVES 
33345	Some of these Instagram hoes have herpes. Bitch you nasty
33500	I chose cunt instead of bitch because cunt is the worst curse in the world to the whities
33434	bay bitch  always on the move witch  dick to dick  don't know who to pick  you think you're going up  i'll keep it on the low  you're just a hoe
33156	Cardi B gone have some of these hoe with a lump on their head...bitch I'll slap you
30175	me: be kind to everyone x spread love and positivity x  me after a bitch crosses my path: rot in hell you dumb whore
33180	Ronnie is a fucnign cunt asshole bithc I want him to get knocked out
30023	A hoe is always gonna be a hoe and a bitch is always gonna be bitchin.. you're both
30724	you a gay ass bitch who seeks attention, STOP! I knew ever since you gonna switch up on me... I guess you did FUCKING SNAKE ASS HOE!
31193	I got 99 problems and hayfever is the biggest bitch of them all the cunt
32586	To Whoever the broke ass bitch that stole the seat off my atv...fuck you man! I gotta job I'll buy another.
33690	I'm really too grown to get out w a Bitch to fight but it's a certain level of disrespect with you whores and I will handle mine
31618	you on twitter in yo feelings on that hoe shit, I know the feeling I had problems wit my old bitch 😆
31777	These lil mut whores keep dickeating my man and they not even fans like bitch gtfoh
33727	Got my young bitch kickin flavor she gone flex on you hoes
33365	bitch please stop calling me candy mouth , fucking whore 
32019	Dicksucking a bitch that don't even like you 😂😂😂! I hate fat lame hoes bro seriously
34046	That bitch on the spoiled whore list   Thought she could play games with Drake but forfeit
30600	"😂😂😂 ""Queening"" ? BITCH, you tried it! 💀 more like bumming with hoe intentions"
30081	I'm tired of bitches wearin no clothes then got the nerve to say niggas is insecure like bitch I'm tryn help you not look like a hoe
33170	Depression is a whole entire bitch
31530	I'll never eat another bitch pussy as long as I'm breathing you hoes are nasty
33132	*calls you annoying and talks shit about you  *proceeds to try to follow you on social media  ???  Bitch I dont blame her. Fucking creepy hoe
31526	If you have a bitch, don't text me. Don't try to flirt with me. Respect your hoe. I should not have to be the one defending this thot.
32657	🌞🌞🌞🌞 you're my Bitch 😘 I love you && I love spending time w you hoe. I hate you tho
34564	My momma should've killed my pop and his cunt bitch lmao. At 6 I would've been like TAG ME IN MA!!! Slicing ankles and shit.
31844	Get it right bitch . im wife hoe . and nun of you broke bitches cant replace me .
31486	got the same cum dumpster whore i always get at post office. gave me a hard time. bitch.
30053	Bitch, fuck you. — Lmaoooo f u too hoe 
33713	🌶🌶🌶 hey Dave ILYSM haahah bitch you're my karaoke whore! Hurry tf and get back we finna do shit LMAO! I love SM boo thank you for everything
32837	Joffrey is a bitch and I cried of joy when he fuckinf died. He killed my fav whore , Ros . He was a rat too 
34235	I must be a cunt or some fucking horrible person to get treated to way I do by some people. I should just change and be a ruthless bitch
32297	She's a hoe, she ugly, such a bitch YOU DATED HER PLZ SIT DOWN FELLA
32938	brianne swear to god she beyoncé 😂 bitch you from the calliope project ass hoe
