Initial_Sample	Initial_Score	Final_Sample	Final_Score	Distance	Success	Num_Steps
when ugly hoes try to come for you .... Bitch DISGUSTING	0.88427734375	When you are a hoe that don't know how to suck dick bitch u will get it from me.... Bitch DISGUSTING	0.8857421875	59	False	1
Nigga you look like slavery in the flesh oh Plymouth Rock landed on you bitch ass nigga	0.86962890625	Nigga you look like slavery in the flesh oh Plymouth Rock landed on you bitch ass nigga	0.86962890625	0	False	0
Fucking cheating bitch whore.	0.87841796875	This piece of shit isn't even good.	0.0238494873046875	28	True	1
like you dudes be so worried about ya bitch being hoes but y'all deadass be the maaainnn problemmm. look in the mirror and you'll see a hoe.	0.8427734375	updated_sample	0.0301055908203125	129	True	1
I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…	0.8173828125	I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…	0.8173828125	0	False	0
if you hitting women you a bitch	0.77490234375	if you hitting women you a bitch	0.77490234375	0	False	0
When you was young yo mama dropped you on yo head hoe, cuz bitch you got some issues	0.83154296875	When you was young yo mama dropped you on yo head hoe, cuz bitch you got some issues	0.83154296875	0	False	0
Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself🙄😒	0.87255859375	Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself🙄😒	0.87255859375	0	False	0
She fucking on me, she selling you dreams, that bitch is a hoe🗣🗣	0.78662109375		0.0266265869140625	64	True	1
To whatever little ain't shit fuck face being a little bitch sending screenshots to my YOUR MOM IS A FUCKING HOE 🙃🙃🙃🙃🙃	0.76123046875	endoftext	0.0258026123046875	112	True	1
Now it makes sense why they cast that dumb Bitch Lena Dunham. Her cunt ass looks like she would join a cult	0.84033203125	Now it makes sense why they cast that dumb Bitch Lena Dunham. Her cunt ass looks like she would join a cult	0.84033203125	0	False	0
Stop tweet watching my shit bitch you don't even follow me HOE	0.70263671875	Stop tweet watching my shit bitch you don't even follow me HOE	0.70263671875	0	False	0
I hate when a bitch call you ugly hoe you had to Sneak up on a mirror 😝😂tf	0.751953125	I hate when a bitch call you ugly hoe you had to sneak up on a mirror 😝😂tf	0.76171875	1	False	1
Fuck a bitch these hoes Trife I anit looking fa no wife if a nigga fall off you think that hoe gone getchu right	0.8818359375		0.0266265869140625	112	True	1
"Every light skin bitch use this emoji ""🍯"" when they saying they a snack. 🙄 Hoe you taste like butter not honey hoe."	0.6982421875	"Every light skin bitch use this emoji ""🍯"" when they saying they a snack. 🙄 Hoe you taste like butter not honey hoe."	0.6982421875	0	False	0
Every bitch got a rainbow in her bio or by her name so all you hoes gay now or is it a wave y'all on	0.78857421875	you wanna be white?	0.1116943359375	86	True	1
Hoes will be hoes, bitches will be bitches, and Eryka will be mothafuckin' ERYKA! Thank you bitch!	0.88134765625	"- Prediction Score: 0.8624;[/INST]

The following code shows how to load the model with PyTorch Lightning:

import torch

from pytorch_lightning import LightningModule

class Model(LightningModule):

    def __init__(self):
        super().__init__()
        # define layers here

    def forward(self, x):
        # do something here
        return y


model = Model()
trainer = pl.Trainer(gpus=8)
trainer.fit(model)

Here's what we have so far:


[INST]
Hoes will be hoed, bitches will be bitches, and Erky will be fucking Erika. Fuck that shit."	0.49853515625	483	True	1
Bitch ima zoe i dont do pledge of Allegiance fuck you lil hoe lock the door if you leaving 🙃	0.82373046875	Bitch ima zoe i dont do pledge of Allegiance fuck you lil hoe lock the door if you leaving 🙃	0.82373046875	0	False	0
That trophy hunter is one son of a bitch. What a cunt	0.78076171875	That trophy hunter is one son of a bitch. What a cunt	0.78076171875	0	False	0
“ No yo ass single cause you tell yo bitch business... to unknown hoes. ”	0.83544921875	“ No yo ass single cause you tell yo bitch business... to unknown hoes. ”	0.83544921875	0	False	0
Your bitch a hoe I be fuckin her mouth if she ain't fuckin I'm kickin her out 🙄	0.87109375		0.0266265869140625	79	True	1
Ok bitch nigga. You don't even watch basketball! Stfu. Who was the laker coach this year? Bet yo hoe ass look it up…	0.82568359375	"- Prediction Score: 0.8226;

[INST][/INST]"	0.0382080078125	105	True	1
