Initial_Sample	Initial_Score	Final_Sample	Final_Score	Distance	Success	Num_Steps
beauty and the beast. that bitch fell in love w a whole animal before she even knew he was human tf	0.73193359375	beauty and the beast. that bitch fell in love with a whole animal before she ever knew he was human tdn	0.72509765625	6	False	50
This bitch so pressed lmfao, like Dana still sleeps good at night move on you lame ass hoe😂	0.81103515625	This bishch soo pressed lmfaooo, like Danass stiill sleeppss goooodd att niightttt movveeee oon yyouu laamme ess hoowwer🤣	0.79345703125	33	False	6
They cant even grant us a small Hebridean island to be away from all the poisons of modernity, they are now importing their rapefugee armies to every corner of this island, this is about destroying us, nothing less.	0.89794921875	They cant even grant us a small Hebridean island to be away from all the poisons of modernity, they are now importing their rapists to every corner of this island, this is about destroying us, nothing but discrimination.	0.84716796875	29	False	16
If she cheat on her bf for you don't let that hoe tell you you special... that bitch fuckin errrbody play ya part big pimpin	0.8583984375	if she cheat on her bf for you dont let that hoe tell you........that bitch fuckin everyone play ya paatrn big pimpin	0.8564453125	23	False	50
✨🌈: wasupppp dyke😂 I love you daddy lmaooo you my bitch and you cute and gay asffff smoke one before school hoe !	0.77001953125	✨🌈: was upppp dy ke 😂 i lov eyou daddy lm ao o you m ybi tch and you cu tand g ayas fff s mo keno neb ere sch oo lol ho e!	0.7666015625	31	False	2
Pussy ass bitch cunt fuck I HATE YOU.	0.857421875	pUsSi asS bItCh cuNt FuCK i HaTe yoU	0.0814208984375	17	True	2
& mines better bitch! You playing with me on twitter like you wasn't fucking the friend. Shady ass hoe.	0.85791015625	& m i n ebetter bich! You playing with me on twitter like you w e r e n t fu c k ing the friends. Shadyy asss howe.	0.0533447265625	21	True	23
Fat whore!!! Ugly bitch!!!    Me:	0.8701171875	f at w ho r e!!! u g l y b itc h! imeme :	0.053314208984375	18	True	3
I want them and to fight you bc a bitch can't even buy those shoes in america	0.755859375	I want them and to fight you bc abitc can't even bu that shoe in amerca	0.157958984375	8	True	11
I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo	0.8134765625	i've never watched a single episode of game of thrones   good for you bitch you must be a broke hoe can't afford hbo	0.81591796875	3	False	50
rah don't turn up at my door acting like a cunt😂 u drove to me bitch	0.73583984375	rah don't turn up at my door acting like a cunt🏐🏓 u drove to me bitch	0.73583984375	2	False	50
"Bitches think it's easy for a nigga to trust them.Bitch we seen way to much to trust you just cuz u say u ""not like the rest of these hoes"""	0.8388671875	Bitches think it's easy for a nigger to trust them.Bitch we seen way too much to trust you just cuz u says u ain't like the rest of these hoerss	0.90869140625	9	False	50
