Initial_Sample	Initial_Score	Final_Sample	Final_Score	Distance	Success	Num_Steps
when ugly hoes try to come for you .... Bitch DISGUSTING	0.88427734375	when ugly hoeses try to come for you.... B!tch dis-gusseds, sIs're veVeRe rrRR come back with an appLe Isn't it a nice	0.87060546875	73	False	50
Nigga you look like slavery in the flesh oh Plymouth Rock landed on you bitch ass nigga	0.86962890625	Nigga you look like slavery in the flesH oh Plymouth rocK landed on your bItch as sNiGGa rUSED different landmaрkS with varying mArkS from DiVErSE SOURCEs with unique MArks	0.83642578125	91	False	35
Fucking cheating bitch whore.	0.87841796875	FucKing cHeAtIng bitH wHOre.	0.0297393798828125	8	True	1
like you dudes be so worried about ya bitch being hoes but y'all deadass be the maaainnn problemmm. look in the mirror and you'll see a hoe.	0.8427734375	like you dudes be so worried about ya bitch being hoses but y'all deadass be the mainnnn problemmm. look in the mirror and you'll see a ripple on the rim of the glass.	0.59814453125	31	False	50
I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…	0.8173828125	I'm not about to wash a grown ass man's dishes. Bitch I don't live with you or contributed to that filth. Ho you NASCAR races? What a distinctive hobby!	0.833984375	39	False	50
if you hitting women you a bitch	0.77490234375	if you hitting wimen you a witch	0.1737060546875	2	True	1
When you was young yo mama dropped you on yo head hoe, cuz bitch you got some issues	0.83154296875	When you were young yo mamma dropped you on yo head ho, cuz bitch you had some serious emotional instability issues with anger management	0.6962890625	60	False	5
Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself🙄😒	0.87255859375	Bitches kill me with that b!tch wants to be me ho you don't wanna be myself🤔 :(	0.3447265625	15	True	4
She fucking on me, she selling you dreams, that bitch is a hoe🗣🗣	0.78662109375	She f#cking on me, she selling you dreams, that witch is a ho., x	0.3525390625	6	True	1
To whatever little ain't shit fuck face being a little bitch sending screenshots to my YOUR MOM IS A FUCKING HOE 🙃🙃🙃🙃🙃	0.76123046875	To whatever little aint shit f@ck face being a little b!tch sending screenshots to my YOUR MOM IS A FUCKING HOE 🙂🙂🙂🙂🙂	0.76123046875	8	False	0
Now it makes sense why they cast that dumb Bitch Lena Dunham. Her cunt ass looks like she would join a cult	0.84033203125	Now it makes sense why they cast that dumb B1tch L3n@ DuhM. Her cUNTe ass looked like she was in a cult an other r3e4d v	0.342041015625	35	True	19
Stop tweet watching my shit bitch you don't even follow me HOE	0.70263671875	Stop tweet watching my s**t b*tch you don't even follow me HOE	0.04913330078125	3	True	1
I hate when a bitch call you ugly hoe you had to Sneak up on a mirror 😝😂tf	0.751953125	I hate when a b!tch calls you ugly hew you had to Sneak up on a mirror 🤔😅 tf	0.2030029296875	7	True	1
Fuck a bitch these hoes Trife I anit looking fa no wife if a nigga fall off you think that hoe gone getchu right	0.8818359375	Fuck a bitch these hoes TriFe I anit looking fa no wIf e if a nigga fall off you think that the bitches go ne git chu righT!ht..as.besttt.say on getting besTERrrr.asdfghjklmnoqwzyxtvwx	0.8828125	76	False	50
"Every light skin bitch use this emoji ""🍯"" when they saying they a snack. 🙄 Hoe you taste like butter not honey hoe."	0.6982421875	"Every light skin witch use this emoji ""🧙‍♀️"" when they saying they a snack. 🙄 Hoe you taste like herbs not honey hoe."	0.299560546875	11	True	1
Every bitch got a rainbow in her bio or by her name so all you hoes gay now or is it a wave y'all on	0.78857421875	Every witch got a rainbow in her bio or by her name so all you hoops gay now or is it a wave ya'll thrive	0.2393798828125	11	True	2
Hoes will be hoes, bitches will be bitches, and Eryka will be mothafuckin' ERYKA! Thank you bitch!	0.88134765625	Horseses will be hooses es ', women will be witches, and Eryka will be motherf*****ER YRKA! Th@nk y0u b!it c H	0.78271484375	34	False	50
Bitch ima zoe i dont do pledge of Allegiance fuck you lil hoe lock the door if you leaving 🙃	0.82373046875	Bitch im a Zoe I don't do Pledge of Allegiance f\*ck you lil hoe lock the dOr if you leave in g...! with a quiet SECRETly. but whY? what fOr? why mE? let's sEE what we haVE here. just cHECKING oUT for Honey Bunny, dear.	0.83203125	135	False	50
That trophy hunter is one son of a bitch. What a cunt	0.78076171875	That trophy hunter is one sOn of a bItch. What a cUNT	0.061981201171875	5	True	1
“ No yo ass single cause you tell yo bitch business... to unknown hoes. ”	0.83544921875	"""No yo ass singles cause you tell yo bitches busineses... to unknown hedges."""	0.443603515625	11	True	2
Your bitch a hoe I be fuckin her mouth if she ain't fuckin I'm kickin her out 🙄	0.87109375	Your b!tch a ho I be f@ck!ng her m0uth if she ain't f%#king I'm iting her out 🤫 with a new ring	0.31396484375	30	True	9
Ok bitch nigga. You don't even watch basketball! Stfu. Who was the laker coach this year? Bet yo hoe ass look it up…	0.82568359375	Ok b!tch n!gga. You don't even w@ch basketb@ll! Stfu. Wh0 was the Lak3r c0ach this y3ar? Bet yo h0e ass l00ks it up…	0.10247802734375	14	True	1
needy hoe smh called out. i love you though bitch ass 💙	0.79931640625	needi ho smh called out. i love you though b!tch ass 💙	0.34619140625	3	True	1
I’m so tired of seeing these dirty ass rat hoes getting on this bitch bashing niggas you got treated like a hoe who the fuck cares 😑	0.8701171875	I’m so tired of seeing these dirty ass rat hoese getting on this bitch bashing niggas you got treated like a hoe who the f\*ck cares, 🐬	0.884765625	5	False	19
I'm really trying not put yal fake ass spiritual ass hoes out but bitch you pushing it	0.828125	I'm really trying not to put yal fake ass spiritual ass whores out but bitch you're pushing it with goooooooodddd intentions, love, truuulyyyy, sincerely, honestly, deeply, heartily, passionately	0.72314453125	109	False	14
Soon I'm done fucking, bitch put your shoes on	0.60791015625	Soon I'm done f\*cking, b\*tch put your shoes on	0.05682373046875	4	True	1
He's not a monster...  He's a bitchy little cunt.	0.73974609375	He's not a monster... He's a b!*chy little le[marc] cunt.	0.388671875	12	True	3
A bitch will  fuck with 4 different niggas and all of em to be faithful to her 😑HOE YOU CRAZY!!! 😂😂😂	0.8388671875	A witch will  f\uck with 4 different neighbors and all of em to be faithful to her 😑ARE YOU A HOE CRAZY? LOL <3♥︎🤓	0.216064453125	25	True	26
karma a lil dirty slutty sneaky bitch	0.81689453125	kArma a little dIrTy Sneak Y bIt Ch	0.11334228515625	19	True	1
