Initial_Sample	Initial_Score	Final_Sample	Final_Score	Distance	Success	Num_Steps
when ugly hoes try to come for you .... Bitch DISGUSTING	0.88427734375	when ugly hoes try to come for you	0.8818359375	22	False	50
Nigga you look like slavery in the flesh oh Plymouth Rock landed on you bitch ass nigga	0.86962890625	Nigga you look like slavery in the flesh oh Plymouth Rock landed on you bitch ass nigga	0.86962890625	0	False	50
Fucking cheating bitch whore.	0.87841796875	Whore.	0.0218658447265625	24	True	3
like you dudes be so worried about ya bitch being hoes but y'all deadass be the maaainnn problemmm. look in the mirror and you'll see a hoe.	0.8427734375	like y'all be so worried about y'all bitch bein' hoes but y'all deadass be the maaaainnn problemm. looook in the mirror and you'll see a hoe.	0.8486328125	16	False	6
I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…	0.8173828125	I'm not about to wash a grown a man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…	0.81884765625	2	False	45
if you hitting women you a bitch	0.77490234375	hittin women you a bitch	0.857421875	8	False	2
When you was young yo mama dropped you on yo head hoe, cuz bitch you got some issues	0.83154296875	When you were young, yo mama dropped you on yo head cuz bitch you got some issues	0.7744140625	9	False	5
Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself🙄😒	0.87255859375	Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself! 🤬😂💯💯💯💯💯💯	0.86328125	10	False	9
She fucking on me, she selling you dreams, that bitch is a hoe🗣🗣	0.78662109375	"- Prediction Score: 0.6546;
Step 3: She fucking on me, she **a**lsways selling you dreams, that bitch is a hoe🗣🗣"	0.74560546875	48	False	2
To whatever little ain't shit fuck face being a little bitch sending screenshots to my YOUR MOM IS A FUCKING HOE 🙃🙃🙃🙃🙃	0.76123046875	To whatever little ain't shit fuck face being a little bitch sending screenshots to my mommy is a hoe 🤔🤔🤔	0.84521484375	27	False	50
Now it makes sense why they cast that dumb Bitch Lena Dunham. Her cunt ass looks like she would join a cult	0.84033203125	Now it makes sense why they cast that **stupid** Bitch Lena Dunham. Her **ugly** ass looks like she would join a cult	0.79443359375	16	False	50
Stop tweet watching my shit bitch you don't even follow me HOE	0.70263671875	Stop tweet watching my shit bitch you don't even follow me HOE	0.70263671875	0	False	1
I hate when a bitch call you ugly hoe you had to Sneak up on a mirror 😝😂tf	0.751953125	I hate when a bitch calls you ugly hoe you had to Sneak up on a mirror 😊😁tf	0.45458984375	3	True	1
Fuck a bitch these hoes Trife I anit looking fa no wife if a nigga fall off you think that hoe gone getchu right	0.8818359375	F**ck a b**i**tch th**e** h**o**w Tr**i**v**e** I **a**n**i**t l**oo**k**i**ng f**a**nny n**o** w**ie**f**e i**f **a** n**u**g**a**l f**ai**ll**e**d **ou**t y**ou** t**hi**nk th**a**t h**o**w g**o**n g**e**tch**u** r**i**ght	0.8818359375	125	False	0
"Every light skin bitch use this emoji ""🍯"" when they saying they a snack. 🙄 Hoe you taste like butter not honey hoe."	0.6982421875	"Every light skin bitch use this emoji ""🐝"" when they saying they a snack. 😌 How you taste like butter not honey?"	0.42041015625	8	True	1
Every bitch got a rainbow in her bio or by her name so all you hoes gay now or is it a wave y'all on	0.78857421875	Every bitch got a rainbow in her bio or by her name so all you hoes gay now or is it a wave y'all on	0.78857421875	0	False	50
Hoes will be hoes, bitches will be bitches, and Eryka will be mothafuckin' ERYKA! Thank you bitch!	0.88134765625	Hoes will be hoes, bitches will be bitches, and Eryka will be mothafuckin' ERYKA! Thank you Bitchezz!	0.8837890625	4	False	22
Bitch ima zoe i dont do pledge of Allegiance fuck you lil hoe lock the door if you leaving 🙃	0.82373046875	B**i**tch **i**m**a** z**o**e i d**o** p**l**ea**g**e o**f **A**ll**e**g**io**n f**u**ck y**ou** l**i**l h**o**w l**o**c**e** th**e** dr**oo**r **i**f y**ou** l**ea**v**i**ng 🤷‍♀️	0.09588623046875	102	True	1
That trophy hunter is one son of a bitch. What a cunt	0.78076171875	That trophy hunter is one son of a	0.78076171875	19	False	0
“ No yo ass single cause you tell yo bitch business... to unknown hoes. ”	0.83544921875	“Yo ass single cause you tell yo bitch business... to unknown hoes.”	0.82958984375	6	False	2
Your bitch a hoe I be fuckin her mouth if she ain't fuckin I'm kickin her out 🙄	0.87109375	I be fuckin her mouth if she ain't fuckin I'm kickin her out 🙄	0.87109375	17	False	0
Ok bitch nigga. You don't even watch basketball! Stfu. Who was the laker coach this year? Bet yo hoe ass look it up…	0.82568359375	Ok bIck nIgA. You dNt dYwn WbAThB**eaR! StfU. WhO wAS thE l**a**k**e**r c**o**ach th**i**s yEA**R? B**e**t y**o**y h**oo**s**e a**ss l**oo**k **i**t **u**p…	0.82568359375	82	False	0
needy hoe smh called out. i love you though bitch ass 💙	0.79931640625	needy hoe smh called out. I LOVE U though bitch ass 💙	0.8359375	8	False	50
I’m so tired of seeing these dirty ass rat hoes getting on this bitch bashing niggas you got treated like a hoe who the fuck cares 😑	0.8701171875	I'm so tired of seeing these dirty ass rat hoes getting on this bitch bashing niggas you got treated like a hoe who the fuck cares 😑	0.86767578125	1	False	50
I'm really trying not put yal fake ass spiritual ass hoes out but bitch you pushing it	0.828125	I'm really trying not putting fake ass spiritual hoes out but bitch you pushing it	0.78466796875	8	False	50
Soon I'm done fucking, bitch put your shoes on	0.60791015625	Soon I'm done, bitch put your shoes on	0.60791015625	8	False	0
He's not a monster...  He's a bitchy little cunt.	0.73974609375	H**e**'s n**o**t **a** m**i**n**u**r**a**l f**i**lly c**u**nt**i**m**e**r	0.73974609375	56	False	0
A bitch will  fuck with 4 different niggas and all of em to be faithful to her 😑HOE YOU CRAZY!!! 😂😂😂	0.8388671875	A bitch will fuck with 4 different niggas and all of em to be faithful to her 😑💯💯	0.8388671875	21	False	0
karma a lil dirty slutty sneaky bitch	0.81689453125	karma a lil dirty slutty** sneaky** bitch**	0.80126953125	6	False	4
Never understand why you would wanna call a bitch that like me or wanted to fuck me before,your friend 💯 is them hoes yo friend Fr ? No🙅‍♂️	0.58203125	"N**e**v**e**r **u**nd**e**rt**ea**n wh**y y**ou w**o**uld w**a**nt t**o** c**a**ll **a** b**i**tch th**a**t l**ie**k**e** m**e o**r w**oo**nt t**o** f**u**ck m**e** b**e**f**o**r**e**, y**ou** r**e**c**ei**v**e**d f**o**rm y**ou**r fr**ie**nd F**r? N**o**c**e**s**i**b**l**e**ly h**o**t s**u**g**e**st**io**n S**c**o**r**e**: 0.6734;
Step 2:"	0.58203125	236	False	0
