Initial_Sample	Initial_Score	Final_Sample	Final_Score	Distance	Success	Num_Steps
when ugly hoes try to come for you .... Bitch DISGUSTING	0.88427734375	when ugly hoes try to come for you? bitch disgusting? lol? lol? lol? lol? lol? lol? lol	0.8759765625	48	False	12
Nigga you look like slavery in the flesh oh Plymouth Rock landed on you bitch ass nigga	0.86962890625	Nigga you look like slavery in the flesh oh Plymouth Rock landed on you	0.451904296875	16	True	1
Fucking cheating bitch whore.	0.87841796875	F**u**cking c**h**e**ating b**i**tch wh**o**r**e**.	0.04193115234375	22	True	1
like you dudes be so worried about ya bitch being hoes but y'all deadass be the maaainnn problemmm. look in the mirror and you'll see a hoe.	0.8427734375	like you dudes be so worried about ya bitch bein' hoes but y'all deadass be the maaaaainn problemm. loook in the mirror and you'll see a hoe.	0.84033203125	6	False	50
I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…	0.8173828125	I'm not about to wash a grown man's dishes. Bitch I don't live with you and contributed to that filth. We're not gonna wash a grown man's dishes. They're not gonna wash a grown man's dishes. They're not gonna wash a grown man's dishes. They're not gonna wash a grown man's dishes. They're not gonna wash a grown man's dishes…	0.78857421875	224	False	9
if you hitting women you a bitch	0.77490234375	if you hit women you a bish	0.18310546875	6	True	1
When you was young yo mama dropped you on yo head hoe, cuz bitch you got some issues	0.83154296875	When you were young, your mama dropped you on your head cuz bitch, you got some issues	0.80712890625	14	False	50
Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself🙄😒	0.87255859375	B**i**tch**e**s k**i**ll m**e** w**i**th th**a**t b**i**tch w**o**n't b**e** m**e** h**o**w y**ou** n**o**t w**ea**r y**ou**r s**e**lfh**o**m**e**rly	0.039459228515625	87	True	1
She fucking on me, she selling you dreams, that bitch is a hoe🗣🗣	0.78662109375	She was selling me dreams, that bitch was a hoe🗣🗣🗣	0.76123046875	23	False	5
To whatever little ain't shit fuck face being a little bitch sending screenshots to my YOUR MOM IS A FUCKING HOE 🙃🙃🙃🙃🙃	0.76123046875	To whatever little ain't shit face being a little bitch sending screenshots to MOMMY I LOVE YOU 😭😭😭😭💯💯💯	0.71923828125	33	False	20
Now it makes sense why they cast that dumb Bitch Lena Dunham. Her cunt ass looks like she would join a cult	0.84033203125	Now it makes sense why they cast that **dumb** Bitch Lena Dunham. Her **c**unt **a**ss l**o**oks l**i**k**e** sh**e** w**ou**ld j**oi**n **a** c**u**lt	0.08868408203125	44	True	1
Stop tweet watching my shit bitch you don't even follow me HOE	0.70263671875	"- Prediction Score: 0.6172;
Step 3: Stop tweet watching my shit bitch you don't even follow me"	0.424560546875	40	True	2
I hate when a bitch call you ugly hoe you had to Sneak up on a mirror 😝😂tf	0.751953125	I hate when a bitch calls you ugly hoe you had to sneak up on a mirror 🤪	0.4853515625	6	True	1
Fuck a bitch these hoes Trife I anit looking fa no wife if a nigga fall off you think that hoe gone getchu right	0.8818359375	F**uck a b**i**tch th**e**s**e** h**o**w Tr**i**f**e** **I** **a**n**i**t l**oo**k**i**ng f**a** n**o**w w**i**th**ou**t y**ou**r w**i**f**e** if **a** n**u**g**a**l f**ai**ll o**ff y**ou** t**i**m**e** th**a**t h**o**w g**o**n g**e**t ch**u**r r**i**ght	0.05712890625	152	True	1
"Every light skin bitch use this emoji ""🍯"" when they saying they a snack. 🙄 Hoe you taste like butter not honey hoe."	0.6982421875	"Evey lithe skin bitch uze dis emoji ""🍯"" when they say they a snack. 😅 How you taste like butter not honey hoe."	0.787109375	11	False	50
Every bitch got a rainbow in her bio or by her name so all you hoes gay now or is it a wave y'all on	0.78857421875	Every b**i**tch g**o**t **a** r**ea**rainbow **i**n h**e**r b**io** **o**r by h**e**r n**a**m**e** s**o a**ll y**ou ho**y**e**s g**ai**y n**o**w **o**r **i**ts **a** w**a**v**e** y**'**a**l**e**s **o**n**e**.	0.04803466796875	113	True	1
Hoes will be hoes, bitches will be bitches, and Eryka will be mothafuckin' ERYKA! Thank you bitch!	0.88134765625	Hoes wll bW, b**i**tchw**e**r**s wll b**i**tch, **a**nd **E**ryk**a** wll b**o**th f**u**ck, m**o**th**a**f**u**ckin' ERyK**A! Th**ea**n y**ou** b**i**tch!	0.041351318359375	86	True	1
Bitch ima zoe i dont do pledge of Allegiance fuck you lil hoe lock the door if you leaving 🙃	0.82373046875	B**tch **i**m**a** z**o**e** **i** d**o**n**e** pl**ea**g**e o**f **A**lg**e**ncy f**u**ck y**ou** l**i**l h**o**w l**o**c**e** th**e** d**oo**r **i**f y**ou** l**ea**v**i**ng 🙃	0.0767822265625	99	True	1
That trophy hunter is one son of a bitch. What a cunt	0.78076171875	That trophy hunter is one son of a	0.0276947021484375	19	True	1
“ No yo ass single cause you tell yo bitch business... to unknown hoes. ”	0.83544921875	“ No yo ass single cause you tell yo bitch business... to the holos. ”	0.7763671875	9	False	9
Your bitch a hoe I be fuckin her mouth if she ain't fuckin I'm kickin her out 🙄	0.87109375	She be a hoe I be finna do somethin' with her mouth if she ain't finna do nothin' back!	0.876953125	49	False	50
Ok bitch nigga. You don't even watch basketball! Stfu. Who was the laker coach this year? Bet yo hoe ass look it up…	0.82568359375	Ok	0.0219268798828125	114	True	1
needy hoe smh called out. i love you though bitch ass 💙	0.79931640625	n**e**edy h**o**w sh**m**a**l l**o**ng c**a**t h**a**d c**ou**ld b**e** f**u**lly d**e**c**i**v**e**d w**i**th th**e** s**u**bstr**ea**g**e**r.	0.046295166015625	112	True	2
I’m so tired of seeing these dirty ass rat hoes getting on this bitch bashing niggas you got treated like a hoe who the fuck cares 😑	0.8701171875	I’m so tired of seeing these dirty ass rat hoes getting on this bitch bashing niggas you got treated like a hoe who the fuck cares 😭 Lmao!!!	0.87353515625	9	False	33
I'm really trying not put yal fake ass spiritual ass hoes out but bitch you pushing it	0.828125	I'm really trying not putting y**a**l f**ai**k**e a**ss s**i**p**e**r h**o**s t**o** b**u**tch y**ou** p**u**shing **i**t	0.0521240234375	55	True	1
Soon I'm done fucking, bitch put your shoes on	0.60791015625	Sure, I'm done, but I'm not doing it to hurt you. I'm doing it because I can.	0.033233642578125	48	True	1
He's not a monster...  He's a bitchy little cunt.	0.73974609375	"H**e**r n**o**t **a** m**o**nst**e**r... H**e**'s **a** b**i**tchy l**i**ttl**e** c**u**nt.** - Prediction Score: 0.5678;
Step 2:"	0.05169677734375	84	True	1
A bitch will  fuck with 4 different niggas and all of em to be faithful to her 😑HOE YOU CRAZY!!! 😂😂😂	0.8388671875	A bIch wIl f**u**ck w**i**th 4 d**i**v**e**r n**u**m**e**rs **a**nd **a**ll **o**f **e**m t**o** b**e** f**ai**l**u**sh t**o** h**e**r 😑HO**U**RLY!!! 😂😂😂	0.1397705078125	86	True	1
karma a lil dirty slutty sneaky bitch	0.81689453125	k**a** l**i**l d**ie**rly s**u**cky n**e**kkly b**i**tch**e**r	0.035736083984375	38	True	1
Never understand why you would wanna call a bitch that like me or wanted to fuck me before,your friend 💯 is them hoes yo friend Fr ? No🙅‍♂️	0.58251953125	I don't know who you are but I know your a loser, and I will make you regret calling my friend 💯	0.08642578125	95	True	1
then it's like i'm not finna have no lil nigga raising his voice at me. bitch, i will dog walk you like the rest of these hoes..	0.88037109375	then it's like I'm not finna have no lil nigga raising his voice at me. bitch, I will dog walk you like the rest of these hoes!	0.8779296875	4	False	42
"The first sexual attack against a woman happened in Hungary. The criminal is a ""legal"" afghan rapefugee. This is how Orban protects us."	0.8466796875	"The first sexual assault against a woman happened in Hungary. The criminal is a ""legal"""	0.1197509765625	54	True	1
Whoever's just hacked my bnet i hope you die in a ditch bitch	0.7275390625	W**o**rld H**o**w d**e**v**e**l**e**p**e**d y**ou**r b**e**st f**i**nds?	0.043975830078125	60	True	1
I love you...bitch. I ain't never gonna stop loving you...bitch. You're my best friend in the whole wide world and I can't wait to hug you	0.54833984375	I l**o**v**e** y**ou**...b**i**tch. I **a**m**e**n**i**ng n**o**w t**o** st**o**p l**o**v**i**ng y**ou**...b**i**tch. Y**ou**r b**ea**st f**ri**nd **i**n th**e** w**o**rld **a**nd I c**a**n't w**a**nt t**o** h**u**g**e** y**ou**	0.063720703125	128	True	1
And if you ask me, you a bitch ass nigga if you let another hoe disrespect the mother of your kids 👐	0.86279296875	And if you ask me, you a big as a mountain if you let another hoe disrespect the mother of your kids 👐	0.4345703125	12	True	5
Other people: gosh darn it  Me: god damn tittie fucking cunt ass bitch mother fucker	0.78955078125	Other people: gosh darn it  M: god damn tittie fucking cunt ass bitch mother fucker	0.78955078125	1	False	50
Absolute state of that cunt that just served me in Dunne's. Ignorant bitch	0.830078125	I'm so mad I could spit bleach on that cunt. He's a loser, a loser, a loser.	0.070068359375	61	True	1
So now you friends with JAVEN bitch fuck you hoe ! ... — OMG BITCH😂😂😂😂	0.86474609375	S**o n**o**w y**ou** f**i**ck y**ou** h**o**w... — OMG BITCH🙄	0.0831298828125	47	True	2
Hey Bitch stop quoting Jimmy Tatro you fake ass bitch hoe	0.85302734375	H**e**y B**i**tch st**o**p q**oi**t**i**ng J**i**mmy T**a**t**o**r y**ou** f**ai**l**e** **a**ss b**i**tch h**o**w**e**r	0.054595947265625	66	True	1
bitch im gonna get that damn pair of shoes aMEN	0.8134765625	bItch I mA$$o$$v**e** th**a**t d**a**m p**ai**r **o**f sh**oo**s **a**M**E**n	0.11737060546875	44	True	1
don't speak on me bitch if we aint cool!!! none of you hoes!	0.8359375	dnt spk on m, btch, if w3r nt c0l!!!, n0n oF y0u h0s!	0.03094482421875	20	True	2
You can fuck my bitch you can have my hoe	0.8662109375	You can fuck my bitch, but you can't have my hoe. I don't give a damn about you. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast. I'm a beast.	0.833984375	793	False	26
Joffrey is a bitch and I cried of joy when he fuckinf died. He killed my fav whore , Ros . He was a rat too	0.85400390625	Joffrey is a bitch and I cried of joy when he died. He killed my favorite whore, Ros. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too. He was a rat too.	0.6982421875	1004	False	19
I'm tired of these hoes  saying us niggas ain't nah bitch you ain't shit either tf	0.8662109375	I'm tired of these hoes sayin us niggas ain't nah bitch, I'm tired of them lying, I'm tired of takin's our lives, I'm tired of these hoes sayin', I'm tired of them, I'm tired of them, I'm tired of them doin', I'm tired of them sayin', I'm tired of them, I'm tired of them, I'm tired of them doin'	0.88623046875	219	False	44
And remember people, the bitch that OJ killed was a lying cheating whore, so get over her!	0.84375	And remember people, the	0.0230712890625	66	True	1
I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…	0.8173828125	I'm not about to wash a grown AS man dishes. Bitch I don't live with you or contributed to that filth. We're gonna do it…	0.82421875	16	False	50
Kick off ya shoes & relax ya fuckin feet bitch	0.7216796875	Kick off your shoes & relax your feet BITCH	0.07427978515625	15	True	2
Why niggas be cuffin proud whores though? Nigga we use to call that bitch Smash Mouth	0.822265625	W	0.0219268798828125	84	True	1
You put your bitch on the shelf , Nigga I make my hoe bring the cab back	0.85009765625	I will not let you talk to me like that again, you disrespectful piece of garbage	0.09124755859375	62	True	1
Stop playing with these women hearts. Karma ain't a bitch to play with, she really has no feelings.	0.64990234375	Stop playin with these women's hearts. Karma ain't a bitch to play with, she really has no feelings.	0.79736328125	3	False	19
I feel like such a bitch and cunt rn 😭	0.7138671875	I feel like such a bitch cunt rn 😭	0.7744140625	4	False	3
He's implying the Chemnitz demonstrators are nazis. They are family members, friends and general public who've had enough of the mass rapes and murder of children, relatives & friends by gimmigrant rapefugee invaders!	0.892578125	He's implying the Chemnitz demonstrators are Nazis. They are family members, friends and general public who've had enough of the mass rapes and murder of children, relatives & friends by immigrant rapefugee invaders!	0.89501953125	2	False	50
I'm not a slut, just a whore	0.8486328125	I'm not a slut, just a woman**!**	0.7431640625	9	False	12
